College Name,Location,College Type,Facilities,Rating
"Hindustan Institute of Engineering Technology Polytechnic College, Kanchipuram","Salamangalam, Tamil Nadu",Private,"Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Laboratories, Parking Facility, Medical/Hospital, Auditorium, Guest Room/Waiting Room, Boys Hostel, Girls Hostel, Classrooms, Training and Placement Cell, Extra Curricular Activities, Club, Smart Classrooms, Alumni Associations, Workshops",N/A
"HIMT College Chennai - Hindustan Institute of Maritime Training, Kalpakkam","Chennai, Tamil Nadu",Private,"Library, Sports, I.T Infrastructure, Cafeteria, Boys Hostel, Laboratories, Swimming Pool, Alumni Associations, Classrooms, Workshops",4.4/5
"Hindustan Institute of Technology and Management, Ambala","Ambala, Haryana",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Wifi, Laboratories, Convenience Store, Guest Room/Waiting Room",N/A
"HITS Chennai - Hindustan Institute of Technology and Science, Chennai","Chennai, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Banks/ATMs, Convenience Store",3.6/5
"Hindustan Institute of Technology Science and Management, Gwalior","Gwalior, Madhya Pradesh",Private,"Library, Sports, I.T Infrastructure, Auditorium, Laboratories",N/A
"HICAS Coimbatore - Hindusthan College of Arts and Science, Coimbatore","Coimbatore, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Wifi, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Alumni Associations, Laboratories, Auditorium, Medical/Hospital, Guest Room/Waiting Room, Banks/ATMs, Transport Facility, Classrooms",4.5/5
"HICET Coimbatore - Hindusthan College of Engineering and Technology, Coimbatore","Coimbatore, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Laboratories, Banks/ATMs, Guest Room/Waiting Room, Training and Placement Cell",4.1/5
"Hindusthan Institute of Technology and Management, Agra","Akabara, Uttar Pradesh",Private,"Library, I.T Infrastructure, Laboratories",2.0/5
"Hindusthan Institute of Technology, Coimbatore","Coimbatore, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, Laboratories, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Banks/ATMs, Guest Room/Waiting Room, I.T Infrastructure, Extra Curricular Activities, Club, Training and Placement Cell",3.8/5
"Hindusthan Polytechnic College, Coimbatore","Coimbatore, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Alumni Associations, Laboratories, Auditorium, Medical/Hospital, Gym, Guest Room/Waiting Room, Parking Facility, Training and Placement Cell, Extra Curricular Activities",N/A
"Hindusthan School of Architecture, Coimbatore","Coimbatore, Tamil Nadu",Private,"Laboratories, Boys Hostel, Girls Hostel, Cafeteria, Transport Facility, Sports, Auditorium, Library, Medical/Hospital, Gym, I.T Infrastructure, Guest Room/Waiting Room, Wifi, Classrooms",N/A
"Hi-Point College of Engineering and Technology, Moinabad","Hyderabad, Telangana",Private,"Library, Sports, I.T Infrastructure, Laboratories",N/A
"HI-Tech College of Engineering, Bhubaneswar","Bhubaneswar, Odisha",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Alumni Associations, Laboratories, Banks/ATMs, Guest Room/Waiting Room, Wifi",2.0/5
"Hitech Institute, Ghaziabad","Ghaziabad, Uttar Pradesh",Private,"Library, Laboratories, I.T Infrastructure, Sports",N/A
"Hi-Tech Institute of Engineering and Management, Bhadrak","Bhadrak, Odisha",Private,"Library, I.T Infrastructure, Laboratories",N/A
"HIET Ghaziabad - Hi Tech Institute of Engineering and Technology, Ghaziabad","Ghaziabad, Uttar Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Laboratories, Convenience Store, Guest Room/Waiting Room, Training and Placement Cell",3.9/5
"Hi Tech Institute of Information and Technology, Koraput","Koraput, Odisha",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Laboratories, Classrooms, Gym, Workshops, Extra Curricular Activities, Training and Placement Cell",N/A
"Hi-Tech Institute of Technology, Aurangabad","Aurangabad, Maharashtra",Private,"Boys Hostel, Girls Hostel, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Laboratories, Convenience Store, Workshops, Training and Placement Cell",4.1/5
"Hi-Tech Institute of Technology, Bhubaneswar","Bhubaneswar, Odisha",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Wifi, Laboratories, Guest Room/Waiting Room",3.2/5
"Hi-Tech Polytechnic, Aurangabad","Aurangabad, Maharashtra",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Laboratories, Convenience Store, Guest Room/Waiting Room, Sports",N/A
"Hi Tech Polytechnic College, Bathinda","Bathinda, Punjab",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Wifi",N/A
"Hi Tech Polytechnic College, Tirunelveli","Tirunelveli, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, I.T Infrastructure, Sports, Transport Facility, Convenience Store, Cafeteria, Laboratories, Guest Room/Waiting Room, Auditorium, Parking Facility, Training and Placement Cell, Extra Curricular Activities, Classrooms, Club",N/A
"Hitkarini College of Architecture and Town Planning, Jabalpur","Jabalpur, Madhya Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Wifi, Laboratories, Classrooms, Guest Room/Waiting Room, Banks/ATMs",4.0/5
"HCET Jabalpur - Hitkarini College of Engineering and Technology, Jabalpur","Chakdehi, Madhya Pradesh",Private,"Boys Hostel, Girls Hostel, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Medical/Hospital, Laboratories, Banks/ATMs, Classrooms, Workshops, Extra Curricular Activities, Training and Placement Cell",3.7/5
"Hitkarini Mahila Mahavidyalaya, Jabalpur","Jabalpur, Madhya Pradesh",Private,"Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Laboratories, Girls Hostel",N/A
"HJD Institute of Technical Education and Research, Kutch","Kera, Gujarat",Private,"Boys Hostel, Girls Hostel, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Alumni Associations, Wifi, Laboratories, Medical/Hospital, Workshops, Extra Curricular Activities",3.3/5
"HKBK College of Engineering, Bangalore","Bangalore, Karnataka",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Classrooms, Laboratories, Parking Facility",3.3/5
"HKE Society's PDA College of Engineering, Gulbarga","Kalaburagi, Karnataka",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Laboratories, Auditorium, Convenience Store, Banks/ATMs, Wifi, Gym",3.0/5
"HKE Society's Polytechnic, Gulbarga","Gulbarga, Karnataka",Private,"Library, Boys Hostel, Laboratories, I.T Infrastructure, Alumni Associations, Sports, Auditorium, Medical/Hospital, Cafeteria, Guest Room/Waiting Room, Training and Placement Cell, Classrooms",N/A
"HKE Society's Polytechnic, Raichur","Raichur, Karnataka",Private,"Library, I.T Infrastructure, Transport Facility, Laboratories, Auditorium, Cafeteria, Parking Facility, Sports, Medical/Hospital, Training and Placement Cell",N/A
"HKE Society's SLN College of Engineering, Raichur","Raichur, Karnataka",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Laboratories, Banks/ATMs, Auditorium, Guest Room/Waiting Room, Alumni Associations, Wifi, Gym, Extra Curricular Activities, Training and Placement Cell",N/A
"HKE Society's Women's Polytechnic, Gulbarga","Kalaburagi, Karnataka",Private,"Girls Hostel, Library, Sports, I.T Infrastructure, Laboratories, Transport Facility, Cafeteria, Medical/Hospital, Auditorium, Convenience Store, Parking Facility, Classrooms, Training and Placement Cell",N/A
"HL Agrawal College of Engineering, Itarsi","Itarsi, Madhya Pradesh",Private,N/A,N/A
"HMFA Memorial Institute of Engineering and Technology, Allahabad","Handia, Uttar Pradesh",Private,"Boys Hostel, Girls Hostel, Library, Sports, I.T Infrastructure, Auditorium, Transport Facility, Alumni Associations, Laboratories, Training and Placement Cell, Classrooms",N/A
"HMKS and MGS College of Engineering, Kanagala","Guntur, Andhra Pradesh",Private,"Library, Laboratories, I.T Infrastructure, Sports",N/A
"HRMITM Delhi - HMR Institute of Technology and Management, Delhi","New Delhi, Delhi",Private,"Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Laboratories, Physical Challenged Student",3.1/5
"HMSIT Tumkur - HMS Institute of Technology, Tumkur","Tumkur, Karnataka",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Laboratories, Banks/ATMs, Training and Placement Cell",5.0/5
"HMS Polytechnic, Tumakuru","Tumkur, Karnataka",Private,"Library, Laboratories, I.T Infrastructure, Banks/ATMs, Medical/Hospital, Alumni Associations, Auditorium, Sports, Cafeteria, Classrooms, Training and Placement Cell",N/A
"HMS Rural Polytechnic, Tumakuru","Tumkur, Karnataka",Private,"Library, Laboratories, I.T Infrastructure, Sports, Auditorium, Medical/Hospital, Classrooms",N/A
"HMS School of Architecture, Tumkur","Tumkur, Karnataka",Private,"Library, Sports, Auditorium, Medical/Hospital, Gym, I.T Infrastructure, Cafeteria, Laboratories, Classrooms, Boys Hostel, Girls Hostel",N/A
"Holy Crescent College of Architecture, Aluva","Aluva, Kerala",Private,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Cafeteria, Auditorium, Medical/Hospital, Transport Facility, Sports, Laboratories, Classrooms, Classrooms",2.0/5
"Holy Cross College Trichy - Holy Cross College, Tiruchirappalli","Tiruchirappalli, Tamil Nadu",Public/Govt,"Girls Hostel, Library, Sports, I.T Infrastructure, Cafeteria, Alumni Associations, Wifi, Laboratories",4.8/5
"Holycross Engineering College, Thoothukudi","Thoothukudi, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Laboratories",3.5/5
"Holy Grace Academy of Engineering, Mala","Thrissur, Kerala",Private,"Boys Hostel, Girls Hostel, Gym, Library, Sports, I.T Infrastructure, Auditorium, Transport Facility, Wifi, Laboratories, Swimming Pool, Cafeteria, Guest Room/Waiting Room, Alumni Associations, Medical/Hospital, Training and Placement Cell",3.5/5
"Holy Institute of Technology, Berhampur","Brahmapur, Odisha",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Laboratories, Auditorium, Transport Facility, Alumni Associations, Cafeteria, Guest Room/Waiting Room, Classrooms",N/A
"Holy Kings College of Engineering and Technology, Ernakulam","Ernakulam, Kerala",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Laboratories",2.5/5
"Holy Mary Institute of Technology and Science, Keesara","Hyderabad, Telangana",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Laboratories, Banks/ATMs, Guest Room/Waiting Room",3.1/5
"Holy Mary Institute of Technology and Science MCA and MBA, Keesara","Secunderabad, Telangana",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Laboratories, Banks/ATMs",N/A
"Holy Mary Institute of Technology, Keesara","Hyderabad, Telangana",Private,"Boys Hostel, Girls Hostel, Banks/ATMs, Auditorium, Library, Laboratories, I.T Infrastructure, Cafeteria, Transport Facility, Sports, Medical/Hospital",4.0/5
"Homi Bhabha National Institute, Mumbai","Mumbai, Maharashtra",Public/Govt,"Library, I.T Infrastructure, Classrooms, Laboratories",N/A
"Hon Shri Babanrao Pachpute Vichardhara Trust's Group of Institutions, Shrigonda","Jangalewadi, Maharashtra",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Laboratories, Guest Room/Waiting Room, Classrooms",N/A
"HETC Hooghly - Hooghly Engineering and Technology College, Hooghly","Hooghly, West Bengal",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Alumni Associations, Laboratories, Guest Room/Waiting Room, Convenience Store, Gym",4.0/5
"HIT Hooghly - Hooghly Institute of Technology, Hooghly","Hooghly, West Bengal",Public/Govt,"Boys Hostel, Library, Laboratories, Girls Hostel, I.T Infrastructure, Sports, Medical/Hospital",3.0/5
"Horticultural College and Research Institute, Tamil Nadu Agricultural University, Coimbatore","Coimbatore, Tamil Nadu",Public/Govt,"Library, Laboratories, I.T Infrastructure, Sports, Boys Hostel, Girls Hostel, Medical/Hospital, Parking Facility",N/A
"Hosur Institute of Technology and Science, Hosur","Krishnagiri, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Cafeteria, Transport Facility, Laboratories, Auditorium, Medical/Hospital, Sports, Convenience Store",N/A
"HQ 2 Signal Training Center, Goa","Panaji, Goa",Public/Govt,"Library, I.T Infrastructure, Laboratories, Boys Hostel",N/A
"HQ 1 Signal Training Center, Jabalpur","Jabalpur, Madhya Pradesh",Private,"Library, Laboratories, I.T Infrastructure",N/A
"HRD Degree and PG College, Hyderabad","Hyderabad, Telangana",Private,"Library, Sports, I.T Infrastructure, Cafeteria, Laboratories",N/A
"HRD DVK College, Narayanguda","Hyderabad, Telangana",Private,"Library, I.T Infrastructure, Laboratories, Cafeteria",N/A
"HRH The Prince of Wales Institute of Engineering and Technology, Jorhat","Jorhat, Assam",Public/Govt,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, I.T Infrastructure, Cafeteria, Alumni Associations, Laboratories, Auditorium, Sports, Guest Room/Waiting Room, Gym",5.0/5
"HR Institute of Engineering and Technology, Ghaziabad","Ghaziabad, Uttar Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, I.T Infrastructure, Laboratories, Banks/ATMs, Parking Facility, Transport Facility, Auditorium, Cafeteria, Gym, Sports, Guest Room/Waiting Room, Convenience Store",N/A
"HR Institute of Technology, Ghaziabad","Ghaziabad, Uttar Pradesh",Private,"Boys Hostel, Girls Hostel, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Wifi, Banks/ATMs, Swimming Pool, Medical/Hospital, Laboratories, Parking Facility",3.9/5
"HSA Degree College, Farrukhabad","Rajipur, Uttar Pradesh",Private,"Library, Laboratories, I.T Infrastructure, Sports",3.6/5
"HSB Polytechnic, Suri","Suri, West Bengal",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, I.T Infrastructure, Wifi, Laboratories, Cafeteria, Gym, Sports, Parking Facility",N/A
"HSM Polytechnic, Panipat","Israna, Haryana",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations",N/A
"Human Resource Development Degree and PG College, Hyderabad","Hyderabad, Telangana",Private,"Library, I.T Infrastructure, Cafeteria, Sports, Laboratories, Medical/Hospital",4.0/5
"HITAM Hyderabad - Hyderabad Institute of Technology and Management, Medchal","Hyderabad, Telangana",Private,"Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Laboratories, Wifi, Boys Hostel, Girls Hostel, Convenience Store",4.1/5
"IAMR College of Engineering, Meerut","Panchli Khurd, Uttar Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, I.T Infrastructure, Cafeteria, Auditorium",3.0/5
"IASSCOM Fortune Institute of Technology, Bhopal","Bhopal, Madhya Pradesh",Private,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Laboratories, Sports, Auditorium, Medical/Hospital, Cafeteria, Training and Placement Cell",1.0/5
"IBT College of Diploma Engineering, Durg","Durg, Chhattisgarh",Private,"Library, I.T Infrastructure, Laboratories, Boys Hostel, Girls Hostel, Sports, Transport Facility, Guest Room/Waiting Room, Cafeteria",N/A
